labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,funding_duration_days,funding_per_relationship,milestone_velocity,total_round_types,funding_total_usd_log,category_code_freq,state_code_freq
1,0.8356,5.7534,4.9781,7.0301,13,5,24750000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2.4,1,1795,1767857.142857143,0.373594351253409,4,17.024336087383013,0.0065005417118093175,0.5287107258938245
0,2.5534,6.3945,6.6356,6.6356,15,2,12800000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1402,800000.0,0.13096547750013096,2,16.36495580701484,0.1657638136511376,0.01950162513542795
1,4.2384,6.5753,7.0027,7.0027,10,2,30500000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1,853,2772727.272727273,0.12495782673347744,1,17.233237274364523,0.0790899241603467,0.5287107258938245
0,5.5671,8.5342,5.6055,7.8384,3,3,36300000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.5,1,1083,9075000.0,0.22628530050687906,2,17.40732832678329,0.0021668472372697724,0.5287107258938245
1,2.1726,3.0849,3.0877,4.7753,7,3,6693782,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6667,1,333,836722.75,0.5194535348813049,1,15.716689743138032,0.0032502708559046588,0.5287107258938245
0,11.4329,11.4329,0.0,0.0,1,1,20000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,0,10000000.0,0.0,1,16.811242881518265,0.02925243770314193,0.5287107258938245
1,3.4767,3.4767,3.6849,5.6274,8,1,11370000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,0,1263333.3333333333,0.45266620394121376,1,16.246488953677463,0.03683640303358613,0.5287107258938245
1,0.5863,2.6384,3.5425,6.0712,13,3,16500000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,749,1178571.4285714286,0.5656748500961647,3,16.61887099947687,0.1560130010834236,0.5287107258938245
0,0.0,0.0,3.411,3.411,3,1,250000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,0,0,62500.0,0.22670596236681026,1,12.429220196836383,0.03683640303358613,0.5287107258938245
1,0.5041,3.3562,3.4219,7.2274,9,5,14400000,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.8,1,1041,1440000.0,0.6077254053528455,3,16.48273883399067,0.1560130010834236,0.11484290357529794
1,0.0,3.9562,4.7616,5.1507,24,5,90000000,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,3.8,1,1444,3600000.0,0.4877493618612516,5,18.31532023940565,0.0790899241603467,0.11484290357529794
1,1.0164,7.1534,5.6959,8.1781,10,4,13075000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0,1,2240,1188636.3636363635,0.21791002495069783,2,16.386212644397094,0.06717226435536294,0.5287107258938245
1,0.0,0.0,0.0,5.7699,10,2,26000000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.5,1,31,2363636.3636363638,0.5908506772625888,2,17.073607134447293,0.056338028169014086,0.5287107258938245
1,3.1616,3.6904,3.0027,4.5041,6,2,16300000,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1,193,2328571.4285714286,0.36336549117930267,1,16.60667572712668,0.0790899241603467,0.08992416034669556
1,4.4521,7.2274,7.0055,7.0055,5,2,5992316,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0,1013,998719.3333333334,0.12491412154144027,2,15.605988706651662,0.0790899241603467,0.04550379198266522
1,3.0575,5.011,0.0,0.0,2,4,89400001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4.3333,1,713,29800000.333333332,0.0,3,18.308631262515107,0.03683640303358613,0.5287107258938245
0,0.8027,0.8027,5.3151,5.3151,4,1,1200000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,240000.0,0.15835061994267707,1,13.997832948091215,0.1657638136511376,0.5287107258938245
0,1.1836,1.3781,1.3288,3.1096,7,2,1900000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.5,1,71,237500.0,0.48666536889234957,2,14.45736497045232,0.1560130010834236,0.11484290357529794
0,9.3534,12.4055,7.0055,11.3836,9,3,30300000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.5,1,1114,3030000.0,0.16150392454536647,2,17.226658303482896,0.056338028169014086,0.5287107258938245
0,2.0027,2.0027,0.0,0.0,4,1,500000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0,0,100000.0,0.0,1,13.122365377402328,0.1560130010834236,0.11484290357529794
1,0.0,6.9671,6.4247,7.3562,19,5,74000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1.75,1,2543,3700000.0,0.23934324214355804,5,18.119575664681957,0.03683640303358613,0.5287107258938245
1,7.1205,7.1205,0.0,0.0,3,1,18800000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,1,0,4700000.0,0.0,1,16.749367480991666,0.03791982665222102,0.04550379198266522
0,0.3288,0.3288,0.0,0.0,3,1,20000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,5000.0,1.0,1,9.90353755128617,0.1560130010834236,0.0032502708559046588
1,0.1616,2.1781,1.5096,2.1781,3,4,3350000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1.5,0,736,837500.0,0.6293068185393789,3,15.024471202308668,0.08559046587215602,0.014084507042253521
1,5.0192,5.0192,0.0,0.0,1,1,26100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.0,1,0,13050000.0,0.0,1,17.077445910607096,0.03683640303358613,0.007583965330444204
0,1.411,2.5151,0.0,0.0,0,2,1213066,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,403,1213066.0,0.0,1,14.008662421355451,0.0790899241603467,0.018418201516793065
1,0.8438,4.2219,0.7616,4.9288,18,3,24030000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.6667,1,1233,1264736.8421052631,0.5060045877749292,2,16.9948136493273,0.06717226435536294,0.5287107258938245
1,0.4986,3.4247,1.9863,5.9616,14,3,13100000,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.6667,1,1068,873333.3333333334,0.718225695242473,3,16.388122864507256,0.00866738894907909,0.5287107258938245
1,0.0822,1.7671,0.3014,5.0082,6,3,560001,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,615,80000.14285714286,0.8321959988016377,2,13.235695634133526,0.1657638136511376,0.11484290357529794
1,2.8493,2.8493,2.9068,4.1918,7,1,3500000,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,437500.0,0.5778342771293193,1,15.068273812173887,0.0790899241603467,0.005417118093174431
1,0.1616,7.5041,7.0521,8.6192,45,7,121500000,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,4.5,1,2680,2641304.347826087,0.31187624750499005,5,18.61542482897533,0.08559046587215602,0.08992416034669556
1,0.9726,3.8438,2.0,2.0,18,4,42500000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2.5,1,1048,2236842.1052631577,0.3333333333333333,4,17.565014657424058,0.08559046587215602,0.5287107258938245
1,5.4384,6.4192,6.0055,6.0055,26,2,36000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5,1,358,1333333.3333333333,0.14274498608236386,2,17.399029524198163,0.1657638136511376,0.007583965330444204
0,2.5973,2.5973,2.9178,5.4822,7,1,12170000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,0,1521250.0,0.30853722501619824,1,16.314484547132974,0.0790899241603467,0.5287107258938245
1,5.7534,5.7534,8.0055,9.8356,4,1,1000000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,200000.0,0.1845767654767618,1,13.815511557963774,0.1657638136511376,0.11484290357529794
1,3.337,3.937,0.0,4.7205,5,3,1820000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,219,303333.3333333333,0.6992395769600559,1,14.414347608503377,0.08559046587215602,0.5287107258938245
1,4.6,9.4164,5.2575,9.7753,19,4,5700000000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,1,1758,285000000.0,0.18560968140098189,0,22.463732011962353,0.08559046587215602,0.04550379198266522
1,6.9699,6.9699,0.0849,11.9699,6,1,5000000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,0,714285.7142857143,0.15420319354813838,1,15.424948670398354,0.020585048754062838,0.04550379198266522
1,0.8384,1.4055,1.6356,1.6356,4,2,18800000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,207,3760000.0,0.37942024586431927,2,16.749367480991666,0.00866738894907909,0.11484290357529794
1,2.3452,3.3534,0.0,0.0,3,2,72300000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4.5,1,368,18075000.0,0.0,2,18.096334700960252,0.06717226435536294,0.5287107258938245
1,0.0,3.1452,0.0,4.4082,3,3,1310000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,1198,327500.0,0.7396176176916535,1,14.085538458535822,0.015167930660888408,0.5287107258938245
0,2.4164,4.7753,4.0027,4.0027,2,2,15000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,861,5000000.0,0.1998920582885242,2,16.52356082573315,0.1657638136511376,0.08992416034669556
1,2.2521,4.7397,5.3370000000000015,7.274,22,3,39007789,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,908,1695990.8260869565,0.6043026347594875,3,17.47927192773757,0.0790899241603467,0.11484290357529794
1,2.0685,2.0685,0.0,0.0,3,1,25000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,0,6250000.0,1.0,1,17.034386422832473,0.1657638136511376,0.08992416034669556
1,0.3288,2.0932,1.3288,2.7534,4,3,172500,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,644,34500.0,0.5328502158043374,1,12.058158312538197,0.1560130010834236,0.08992416034669556
1,1.6658,2.1123,2.3041,3.5507,23,2,6100000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,1,163,254166.66666666666,0.4394928252796273,2,15.623799493077952,0.015167930660888408,0.11484290357529794
1,2.2192,7.9315,1.6685,9.0904,7,3,40300000,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,4.0,1,2085,5037500.0,0.4955204947276619,3,17.511862051730805,0.08559046587215602,0.5287107258938245
0,0.3616,0.3616,0.3753,0.5425,9,1,100000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,10000.0,1.9448946515397083,1,11.51293546492023,0.027085590465872156,0.5287107258938245
1,0.3342,5.4904,2.7507,5.589,14,5,19389998,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.5,1,1882,1292666.5333333334,0.30353619669145543,4,16.780267975645856,0.004333694474539545,0.04550379198266522
1,2.4822,4.8192,5.5863,11.9452,21,2,61500000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.0,1,853,2795454.5454545454,0.2317461298396317,2,17.93454774903691,0.02925243770314193,0.5287107258938245
1,3.4411,3.4411,4.0027,5.7178,6,1,6000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,857142.8571428572,0.29771651433505014,1,15.607270193858982,0.1657638136511376,0.5287107258938245
1,0.0,5.0055,4.9507,7.3726,23,4,19100000,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,1828,795833.3333333334,0.7166232711463584,3,16.765198945372877,0.08559046587215602,0.08992416034669556
1,0.2219,2.0548,0.0411,3.9178,8,4,3499997,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.5,1,669,388888.55555555556,0.6100288747000692,2,15.068272955030908,0.06717226435536294,0.11484290357529794
1,1.2521,1.874,4.7178,5.0959,13,3,2600000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.6667,1,227,185714.2857142857,0.32808937154480877,2,14.77102238760702,0.03683640303358613,0.5287107258938245
1,0.0,1.1479,3.0603,3.7479,14,3,2023000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.3333,1,582,134866.66666666666,0.4212388634975463,2,14.520092610465133,0.1560130010834236,0.5287107258938245
1,5.1068,5.1068,0.0,0.0,3,1,25000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,1,0,6250000.0,0.0,1,17.034386422832473,0.03791982665222102,0.5287107258938245
1,0.7205,3.5945,2.8384,4.0192,17,4,66000000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,1,1049,3666666.6666666665,0.7969397513547977,4,18.005165315142214,0.00866738894907909,0.5287107258938245
1,1.4192,1.4466,1.663,1.663,5,2,1000000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,0,10,166666.66666666666,0.37551633496057074,1,13.815511557963774,0.06717226435536294,0.11484290357529794
1,1.3288,2.063,3.2493,3.7836,11,2,13000000,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,268,1083333.3333333333,0.41809515845806505,2,16.380459992348886,0.08559046587215602,0.5287107258938245
0,7.6932,14.0329,12.5041,14.0329,3,3,24150000,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,1,2314,6037500.0,0.13304152891325027,3,16.99979497947072,0.1657638136511376,0.08992416034669556
0,5.8411,8.2219,0.0,0.0,4,3,47218498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.3333,1,869,9443699.6,0.0,3,17.670296301738183,0.03791982665222102,0.5287107258938245
1,3.6137,4.3753,0.0,7.9178,1,2,11800000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.5,1,278,5900000.0,0.22427056000358833,2,16.283610174181653,0.013001083423618635,0.08992416034669556
0,1.5973,2.1781,0.0822,0.0822,2,2,2387481,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1,212,795827.0,0.9240436148586213,1,14.685749812041585,0.020585048754062838,0.0021668472372697724
1,0.8356,7.5863,11.589,13.5863,35,4,33000000,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2.5,1,2464,916666.6666666666,0.3427874101040017,4,17.312018149733785,0.0032502708559046588,0.08992416034669556
1,2.6712,3.8822,4.0027,7.3205,4,2,7500000,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,442,1500000.0,0.36055525509284303,2,15.830413711839864,0.1657638136511376,0.014084507042253521
1,6.7479,6.7479,4.0027,4.0027,3,1,25000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1,0,6250000.0,0.1998920582885242,1,17.034386422832473,0.03683640303358613,0.5287107258938245
1,3.7096,8.9562,4.0027,4.0027,7,4,25305000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.0,1,1915,3163125.0,0.1998920582885242,4,17.046512602148198,0.1657638136511376,0.5287107258938245
1,0.8356,1.8986,2.3014,3.8356,21,2,4950000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12.5,1,388,225000.0,0.6203987095706842,2,15.414898336565054,0.1560130010834236,0.5287107258938245
1,2.2712,6.3781,0.0,0.0,8,6,53816776,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.0,1,1499,5979641.777777778,0.0,4,17.801095816668678,0.1657638136511376,0.5287107258938245
1,0.0,0.9151,2.674,8.3836,15,2,3500000,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.5,1,395,218750.0,0.4262756298222431,2,15.068273812173887,0.1560130010834236,0.11484290357529794
1,5.0767,5.0767,4.7562,6.0466,7,1,5000000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,625000.0,0.2838248233190475,1,15.424948670398354,0.0790899241603467,0.5287107258938245
1,0.0,2.5397,3.7699,5.9233,9,3,2515000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1.6667,1,927,251500.0,0.43331937082027355,3,14.737783759130211,0.03683640303358613,0.5287107258938245
1,1.0849,2.4986,2.5205,5.0192,10,2,8400000,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,516,763636.3636363636,0.4984051036682616,2,15.943742382861155,0.1560130010834236,0.08992416034669556
0,2.5836,4.0027,2.0301,4.6164,5,2,4900000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,518,816666.6666666666,0.5341499893170002,2,15.404745967162468,0.08559046587215602,0.5287107258938245
0,4.2959,4.2959,5.0027,5.0027,3,1,5000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,0,1250000.0,0.166591700401486,1,15.424948670398354,0.1657638136511376,0.04550379198266522
1,4.4904,4.4904,0.0,0.0,2,1,11000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,1,0,3666666.6666666665,0.0,1,16.213405921671733,0.027085590465872156,0.11484290357529794
1,1.0027,8.2548,0.0,0.0,6,4,68400000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,4.0,1,2647,9771428.57142857,0.0,4,18.04088339721266,0.08559046587215602,0.5287107258938245
1,3.0877,4.2795,3.6356,4.6685,7,2,2000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.5,1,435,250000.0,0.35282702655023374,2,14.508658238524095,0.1657638136511376,0.5287107258938245
0,0.6685,1.926,0.0,0.0,2,2,10800000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,459,3600000.0,1.0,2,16.195056784687036,0.0790899241603467,0.11484290357529794
1,0.0,5.2329,5.7616,7.4877,31,5,37000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.5,1,1918,1156250.0,0.3534526432366837,4,17.426428497635523,0.00866738894907909,0.11484290357529794
1,2.5233,2.5233,4.0027,9.8849,5,1,7660000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1,0,1276666.6666666667,0.27561116776451783,1,15.851522672265068,0.020585048754062838,0.5287107258938245
1,0.3397,5.2247,3.0,6.0329,5,4,48730000,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3.0,1,1783,8121666.666666667,0.42656656571257945,4,17.70180543534093,0.1657638136511376,0.08992416034669556
0,0.0,1.4137,1.4137,1.4137,1,2,3350000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.5,1,516,1675000.0,0.4143016944939305,2,15.024471202308668,0.011917659804983749,0.5287107258938245
0,3.8767,7.1973,2.6658,7.1973,3,4,28000000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3.0,1,1212,7000000.0,0.24398277481609798,3,17.147715103853763,0.027085590465872156,0.5287107258938245
1,1.4959,1.4959,2.0849,2.0849,5,1,2500000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,0,416666.6666666667,0.3241596161950144,1,14.731801689838349,0.020585048754062838,0.04550379198266522
1,0.3315,1.1644,2.0795,9.3507,16,2,8000000,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1,304,470588.23529411765,0.38644729341976874,2,15.894952224644102,0.1560130010834236,0.01950162513542795
1,0.5836,1.6521,0.6329,4.263,6,2,540000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,1,390,77142.85714285714,0.38001140034201025,1,13.199326270390594,0.1560130010834236,0.11484290357529794
1,0.0,1.2466,1.0,5.4384,4,2,3100000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,455,620000.0,0.621272365805169,2,14.946912992035967,0.056338028169014086,0.5287107258938245
1,1.0904,2.326,2.8301,4.6904,8,2,1200000,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,451,133333.33333333334,0.35146914100941934,2,13.997832948091215,0.08559046587215602,0.11484290357529794
0,0.0,0.0,0.1096,0.1096,2,1,5000000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1666666.6666666667,0.9012256669069936,1,15.424948670398354,0.056338028169014086,0.11484290357529794
1,0.6658,7.3753,2.3726,2.3726,6,6,37079000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.8,1,2449,5297000.0,0.2965071458222143,3,17.42856135655142,0.020585048754062838,0.5287107258938245
1,4.3315,11.1699,8.7041,8.7068,3,4,135826373,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.3333,1,2496,33956593.25,0.20604112580871142,2,18.72688796630873,0.011917659804983749,0.08992416034669556
0,0.0,0.2301,0.0,0.0,5,2,5000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,206,833333.3333333334,0.0,2,15.424948670398354,0.08559046587215602,0.5287107258938245
1,0.2082,1.0849,0.1616,2.6521,3,4,4200000,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,320,1050000.0,0.8214451959146792,2,15.250595321348806,0.1657638136511376,0.11484290357529794
0,3.5808,3.5808,0.0,7.5918,3,1,4100000,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,1025000.0,0.3491701389697153,1,15.226497775576945,0.1560130010834236,0.04550379198266522
0,0.7726,0.7726,0.3123,1.1479,3,1,2000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,500000.0,0.9311420457190744,0,14.508658238524095,0.1560130010834236,0.5287107258938245
1,5.0027,5.0027,5.4986,5.4986,3,1,6500000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,1625000.0,0.15387929707937095,1,15.687312888712007,0.1657638136511376,0.020585048754062838
0,1.4521,1.4521,0.0,0.0,0,1,4000000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,4000000.0,0.0,1,15.201805169084134,0.1560130010834236,0.5287107258938245
0,0.2466,1.0,1.1616,1.1616,3,5,185000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,1,275,46250.0,0.46262028127313104,2,12.128116509451258,0.08559046587215602,0.5287107258938245
1,2.6959,2.6959,3.2192,4.0027,5,1,1300000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,216666.66666666666,0.3997841165770484,1,14.077875591662238,0.08559046587215602,0.007583965330444204
1,3.7945,3.7945,0.0,0.0,21,1,45000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,2045454.5454545454,0.0,1,17.622173069956816,0.06717226435536294,0.11484290357529794
1,2.3041,2.3041,0.0,2.3589,4,1,2500000,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,0,500000.0,0.8931495430051505,1,14.731801689838349,0.013001083423618635,0.08992416034669556
1,0.5808,2.737,1.9151,4.6603,11,2,9200000,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,787,766666.6666666666,0.3533381622882179,2,16.034714150714915,0.1560130010834236,0.04550379198266522
0,0.0,0.0,0.0,0.0,0,4,435953,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,487,435953.0,0.0,1,12.985292012178014,0.1560130010834236,0.5287107258938245
0,0.0,0.0,0.0,0.863,9,2,55600000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,0,365,5560000.0,1.0735373054213635,2,17.833693777206424,0.03683640303358613,0.004333694474539545
1,6.263,6.263,1.0,1.0,2,1,10000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,3333333.3333333335,0.5,1,16.118095750958314,0.1657638136511376,0.020585048754062838
0,0.8329,0.8329,0.6658,0.6658,3,1,12000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1,0,3000.0,0.6003121623244088,1,9.392745258631441,0.056338028169014086,0.04550379198266522
0,4.0301,4.0849,0.0,0.0,3,2,2257464,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,20,564366.0,0.0,1,14.629753060277123,0.03683640303358613,0.007583965330444204
1,0.1671,0.5288,0.1671,2.4438,4,2,983000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.0,1,132,196600.0,0.5807538184563563,1,13.798365416422785,0.011917659804983749,0.11484290357529794
1,1.4466,2.5068,2.5014,3.6411,15,2,41000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.5,1,387,2562500.0,0.43093232207881754,2,17.529082649058825,0.00866738894907909,0.5287107258938245
